,total_samples,dataset,subset,transform,orientation,channel,group,kstest_stat_best,kstest_stat_cutoff_0.05,beat_all_priors,pass,failure_category,failure_type,github_plot
70,262144000.0,agriVision,full,gabor,,blue,26,0.0034993390878554,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/blue/plots/compare_cdf_pdf_layer_26.jpg
71,262144000.0,agriVision,full,gabor,,blue,27,0.0053363385290023,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/blue/plots/compare_cdf_pdf_layer_27.jpg
72,262144000.0,agriVision,full,gabor,,blue,28,0.0012239469772132,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/blue/plots/compare_cdf_pdf_layer_28.jpg
73,262144000.0,agriVision,full,gabor,,blue,29,0.001079585140241,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/blue/plots/compare_cdf_pdf_layer_29.jpg
74,262144000.0,agriVision,full,gabor,,blue,30,0.0017001500510342,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/blue/plots/compare_cdf_pdf_layer_30.jpg
75,262144000.0,agriVision,full,gabor,,blue,31,0.002951866460551,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/blue/plots/compare_cdf_pdf_layer_31.jpg
76,262144000.0,agriVision,full,gabor,,blue,32,0.0043454756798011,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/blue/plots/compare_cdf_pdf_layer_32.jpg
77,262144000.0,agriVision,full,gabor,,blue,33,0.0055954511427036,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/blue/plots/compare_cdf_pdf_layer_33.jpg
78,262144000.0,agriVision,full,gabor,,blue,34,0.0056797586075456,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/blue/plots/compare_cdf_pdf_layer_34.jpg
79,262144000.0,agriVision,full,gabor,,blue,35,0.0025685405449825,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/blue/plots/compare_cdf_pdf_layer_35.jpg
80,262144000.0,agriVision,full,gabor,,blue,36,0.0020173141055546,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/blue/plots/compare_cdf_pdf_layer_36.jpg
81,262144000.0,agriVision,full,gabor,,blue,37,0.0016333851567615,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/blue/plots/compare_cdf_pdf_layer_37.jpg
82,262144000.0,agriVision,full,gabor,,blue,38,0.0028722855687486,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/blue/plots/compare_cdf_pdf_layer_38.jpg
83,262144000.0,agriVision,full,gabor,,blue,39,0.0032961886424546,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/blue/plots/compare_cdf_pdf_layer_39.jpg
84,262144000.0,agriVision,full,gabor,,blue,40,0.0040555230406333,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/blue/plots/compare_cdf_pdf_layer_40.jpg
85,262144000.0,agriVision,full,gabor,,blue,41,0.0063900248211016,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/blue/plots/compare_cdf_pdf_layer_41.jpg
86,262144000.0,agriVision,full,gabor,,gray,0,0.0020825896900188,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_0.jpg
87,262144000.0,agriVision,full,gabor,,gray,1,0.0014736256813167,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_1.jpg
88,262144000.0,agriVision,full,gabor,,gray,2,0.0010873713397014,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_2.jpg
89,262144000.0,agriVision,full,gabor,,gray,3,0.0025973877433562,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_3.jpg
90,262144000.0,agriVision,full,gabor,,gray,4,0.0044953077299516,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_4.jpg
91,262144000.0,agriVision,full,gabor,,gray,5,0.0044482239744598,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_5.jpg
92,262144000.0,agriVision,full,gabor,,gray,6,0.0042924251880972,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_6.jpg
93,262144000.0,agriVision,full,gabor,,gray,7,0.0026910660854376,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_7.jpg
94,262144000.0,agriVision,full,gabor,,gray,8,0.0016779425084428,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_8.jpg
95,262144000.0,agriVision,full,gabor,,gray,9,0.0013769845357159,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_9.jpg
96,262144000.0,agriVision,full,gabor,,gray,10,0.0020766168964764,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_10.jpg
97,262144000.0,agriVision,full,gabor,,gray,11,0.0036942639779384,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_11.jpg
98,262144000.0,agriVision,full,gabor,,gray,12,0.0049286781184285,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_12.jpg
99,262144000.0,agriVision,full,gabor,,gray,13,0.0041607994693602,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_13.jpg
100,262144000.0,agriVision,full,gabor,,gray,14,0.0015666620991552,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_14.jpg
101,262144000.0,agriVision,full,gabor,,gray,15,0.0014095860582937,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_15.jpg
102,262144000.0,agriVision,full,gabor,,gray,16,0.0024349128375511,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_16.jpg
103,262144000.0,agriVision,full,gabor,,gray,17,0.002980734982833,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_17.jpg
104,262144000.0,agriVision,full,gabor,,gray,18,0.0040377825545896,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_18.jpg
105,262144000.0,agriVision,full,gabor,,gray,19,0.005880431965654,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_19.jpg
106,262144000.0,agriVision,full,gabor,,gray,20,0.0064479412748614,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_20.jpg
107,262144000.0,agriVision,full,gabor,,gray,21,0.0020159273439521,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_21.jpg
108,262144000.0,agriVision,full,gabor,,gray,22,0.001510773535493,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_22.jpg
109,262144000.0,agriVision,full,gabor,,gray,23,0.001284895530591,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_23.jpg
110,262144000.0,agriVision,full,gabor,,gray,24,0.0030875700158735,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_24.jpg
111,262144000.0,agriVision,full,gabor,,gray,25,0.005085194732035,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_25.jpg
112,262144000.0,agriVision,full,gabor,,gray,26,0.0050718841868161,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_26.jpg
113,262144000.0,agriVision,full,gabor,,gray,27,0.008890349038109,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_27.jpg
114,262144000.0,agriVision,full,gabor,,gray,28,0.0016439506106595,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_28.jpg
115,262144000.0,agriVision,full,gabor,,gray,29,0.0015394075838915,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_29.jpg
116,262144000.0,agriVision,full,gabor,,gray,30,0.0016339721075325,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_30.jpg
117,262144000.0,agriVision,full,gabor,,gray,31,0.0035491157716568,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_31.jpg
118,262144000.0,agriVision,full,gabor,,gray,32,0.0040281963395673,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_32.jpg
119,262144000.0,agriVision,full,gabor,,gray,33,0.006851212598768,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_33.jpg
120,262144000.0,agriVision,full,gabor,,gray,34,0.0084337006767981,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_34.jpg
121,262144000.0,agriVision,full,gabor,,gray,35,0.0019628596751369,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_35.jpg
122,262144000.0,agriVision,full,gabor,,gray,36,0.0013695300301314,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_36.jpg
123,262144000.0,agriVision,full,gabor,,gray,37,0.0028292012479124,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_37.jpg
124,262144000.0,agriVision,full,gabor,,gray,38,0.0044949387069936,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_38.jpg
125,262144000.0,agriVision,full,gabor,,gray,39,0.0054944943804683,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_39.jpg
126,262144000.0,agriVision,full,gabor,,gray,40,0.0055118685956003,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_40.jpg
127,262144000.0,agriVision,full,gabor,,gray,41,0.0075494692607559,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/gray/plots/compare_cdf_pdf_layer_41.jpg
128,262144000.0,agriVision,full,gabor,,green,0,0.002736926359091,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/green/plots/compare_cdf_pdf_layer_0.jpg
129,262144000.0,agriVision,full,gabor,,green,1,0.0022043481705953,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/green/plots/compare_cdf_pdf_layer_1.jpg
130,262144000.0,agriVision,full,gabor,,green,2,0.0016859841806318,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/green/plots/compare_cdf_pdf_layer_2.jpg
131,262144000.0,agriVision,full,gabor,,green,3,0.0022328368519465,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/green/plots/compare_cdf_pdf_layer_3.jpg
132,262144000.0,agriVision,full,gabor,,green,4,0.003586562199242,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/green/plots/compare_cdf_pdf_layer_4.jpg
133,262144000.0,agriVision,full,gabor,,green,5,0.008907513012334,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/green/plots/compare_cdf_pdf_layer_5.jpg
134,262144000.0,agriVision,full,gabor,,green,6,0.0053837877366148,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/green/plots/compare_cdf_pdf_layer_6.jpg
135,262144000.0,agriVision,full,gabor,,green,7,0.0025133573701049,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/green/plots/compare_cdf_pdf_layer_7.jpg
136,262144000.0,agriVision,full,gabor,,green,8,0.0023839955797433,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/green/plots/compare_cdf_pdf_layer_8.jpg
137,262144000.0,agriVision,full,gabor,,green,9,0.0021208036133225,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/green/plots/compare_cdf_pdf_layer_9.jpg
138,262144000.0,agriVision,full,gabor,,green,10,0.0033526758184674,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/green/plots/compare_cdf_pdf_layer_10.jpg
139,262144000.0,agriVision,full,gabor,,green,11,0.003441729748965,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/green/plots/compare_cdf_pdf_layer_11.jpg
140,262144000.0,agriVision,full,gabor,,green,12,0.0042439856100334,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/green/plots/compare_cdf_pdf_layer_12.jpg
141,262144000.0,agriVision,full,gabor,,green,13,0.0040108929081028,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/green/plots/compare_cdf_pdf_layer_13.jpg
142,262144000.0,agriVision,full,gabor,,green,14,0.0023163794836436,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/green/plots/compare_cdf_pdf_layer_14.jpg
143,262144000.0,agriVision,full,gabor,,green,15,0.0017178200634682,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/green/plots/compare_cdf_pdf_layer_15.jpg
144,262144000.0,agriVision,full,gabor,,green,16,0.0019884491677086,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/green/plots/compare_cdf_pdf_layer_16.jpg
145,262144000.0,agriVision,full,gabor,,green,17,0.0033634439178009,8.387993035035688e-05,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/gabor/green/plots/compare_cdf_pdf_layer_17.jpg
